DSC07994.JPG,[-2.74639071  1.73594369 -1.9422168 ]
DSC07995.JPG,[-3.10903792  1.4601884  -1.43460169]
DSC07996.JPG,[-3.30326228  1.14596379 -0.79945966]
DSC07997.JPG,[-3.5500248   0.85364783 -0.27649834]
DSC07998.JPG,[-3.53957262  0.56283525  0.31100382]
DSC07999.JPG,[-3.54074567  0.25092534  0.84395136]
DSC08000.JPG,[-3.33575492 -0.0547685   1.40190201]
DSC08001.JPG,[-3.11748322 -0.3166239   1.85563022]
DSC08002.JPG,[-2.72533618 -0.5452102   2.2743143 ]
DSC08003.JPG,[-2.25882809 -0.77403138  2.68031361]
DSC08004.JPG,[-1.85246919 -0.93374001  2.96628598]
DSC08005.JPG,[-1.34160793 -1.10309337  3.26249195]
DSC08006.JPG,[-0.72412901 -1.22063834  3.43901931]
DSC08007.JPG,[-0.14525129 -1.27961709  3.54981859]
DSC08008.JPG,[ 0.49426758 -1.33609318  3.62807793]
DSC08009.JPG,[ 1.11779763 -1.33546073  3.61571513]
DSC08010.JPG,[ 1.78454983 -1.27721897  3.4696892 ]
DSC08011.JPG,[ 2.31173608 -1.10359318  3.14200407]
DSC08012.JPG,[ 2.87643763 -0.84441761  2.69450954]
DSC08013.JPG,[ 3.39435333 -0.63925606  2.2785623 ]
DSC08014.JPG,[ 3.66846591 -0.22678828  1.57130219]
DSC08015.JPG,[ 3.78199016 -0.01692507  0.96215268]
DSC08016.JPG,[3.55662329 0.28744453 0.40614304]
DSC08017.JPG,[ 3.44174068  0.65812855 -0.2351564 ]
DSC08018.JPG,[ 3.20075397  1.08180602 -0.97322963]
DSC08019.JPG,[ 2.87995513  1.40516675 -1.55571706]
DSC08020.JPG,[ 2.46114847  1.63749036 -1.98212652]
DSC08021.JPG,[ 2.03930583  1.88214546 -2.46253656]
DSC08022.JPG,[ 1.44101526  2.09692844 -2.81371157]
DSC08023.JPG,[ 0.73464154  2.29235475 -3.23046685]
DSC08024.JPG,[-0.0302206   2.32309329 -3.29498341]
DSC08025.JPG,[-0.07432247  2.02575426 -3.56831663]
DSC08026.JPG,[-0.81728791  1.94799512 -3.32584423]
DSC08027.JPG,[-1.45732464  1.75642672 -3.00408075]
DSC08028.JPG,[-2.03375862  1.59611057 -2.61006632]
DSC08029.JPG,[-2.57602564  1.29512376 -2.04842783]
DSC08030.JPG,[-3.0354387   0.9570583  -1.39060619]
DSC08031.JPG,[-3.29386982  0.63202024 -0.77109953]
DSC08032.JPG,[-3.3988708   0.32266098 -0.09914221]
DSC08033.JPG,[-3.394432   -0.08331511  0.60053235]
DSC08034.JPG,[-3.22941001 -0.37148262  1.15177283]
DSC08035.JPG,[-2.99003387 -0.69761816  1.73378988]
DSC08036.JPG,[-2.53599615 -0.96502738  2.21705313]
DSC08037.JPG,[-2.0682977  -1.17619122  2.62692786]
DSC08038.JPG,[-1.3165256  -1.36689033  2.99735994]
DSC08039.JPG,[-0.64493582 -1.50848904  3.20815625]
DSC08040.JPG,[ 0.18590858 -1.60114321  3.38237728]
DSC08041.JPG,[ 1.08445699 -1.53632993  3.28831228]
DSC08042.JPG,[ 1.82305354 -1.47726742  3.10997752]
DSC08043.JPG,[ 2.46634113 -1.2336075   2.68013417]
DSC08044.JPG,[ 3.09602928 -0.98659599  2.25248527]
DSC08045.JPG,[ 3.51425569 -0.61664611  1.61496803]
DSC08046.JPG,[ 3.714072   -0.24701441  0.87413866]
DSC08047.JPG,[3.30850744 0.20294568 0.05394179]
DSC08048.JPG,[ 3.34260868  0.55275651 -0.6045626 ]
DSC08049.JPG,[ 3.26586606  0.93420547 -1.28813251]
DSC08050.JPG,[ 2.9408282   1.21578935 -1.79626026]
DSC08051.JPG,[ 2.48125635  1.42769281 -2.1985457 ]
DSC08052.JPG,[ 1.7138388   1.65043101 -2.55935528]
DSC08053.JPG,[ 1.0042812   1.81822641 -2.81948991]
DSC08054.JPG,[ 0.32461194  1.94652349 -3.1161972 ]
DSC08055.JPG,[ 0.32799045  1.47806602 -3.45892145]
DSC08056.JPG,[-0.41515145  1.46287341 -3.36640457]
DSC08057.JPG,[-1.19496624  1.32959345 -3.18207937]
DSC08058.JPG,[-1.88061232  1.1405802  -2.78678372]
DSC08059.JPG,[-2.59620578  0.93759225 -2.40829607]
DSC08060.JPG,[-2.9437819   0.64614931 -1.82553023]
DSC08061.JPG,[-3.35679175  0.33441974 -1.20175414]
DSC08062.JPG,[-3.5943713  -0.00361219 -0.4534149 ]
DSC08063.JPG,[-3.55867659 -0.41050804  0.22839683]
DSC08064.JPG,[-3.48343897 -0.78094911  0.97064375]
DSC08065.JPG,[-3.12873794 -1.12283269  1.58039823]
DSC08066.JPG,[-2.65314462 -1.44849341  2.21003981]
DSC08067.JPG,[-1.92717612 -1.6464106   2.60036063]
DSC08068.JPG,[-1.35435921 -1.84922159  3.03810549]
DSC08069.JPG,[-0.5423222  -2.02114397  3.31116997]
DSC08070.JPG,[ 0.34553583 -2.10519524  3.4386374 ]
DSC08071.JPG,[ 1.19178828 -2.08835304  3.43882028]
DSC08072.JPG,[ 2.0291026  -2.00735172  3.24477308]
DSC08073.JPG,[ 2.59026807 -1.65627892  2.67341066]
DSC08074.JPG,[ 3.09647866 -1.4293975   2.27913472]
DSC08075.JPG,[ 3.49578187 -1.19786559  1.7632658 ]
DSC08076.JPG,[ 3.62501356 -0.74447723  1.00073928]
DSC08077.JPG,[ 3.69441147 -0.39022567  0.09165638]
DSC08078.JPG,[ 3.30219939  0.05459691 -0.6371434 ]
DSC08079.JPG,[ 3.05456682  0.49120316 -1.42394144]
DSC08080.JPG,[ 2.47771275  0.79859612 -1.96457283]
DSC08081.JPG,[ 1.91226166  1.08501525 -2.48561076]
DSC08082.JPG,[ 1.13654298  1.38733175 -2.986033  ]
DSC08083.JPG,[ 0.34269604  1.4713631  -3.18272258]
DSC08084.JPG,[-0.32294601  1.00443982 -3.27613889]
DSC08085.JPG,[-0.96962255  0.93627879 -3.13030002]
DSC08086.JPG,[-1.63581134  0.74775209 -2.81601591]
DSC08087.JPG,[-2.20183266  0.58490089 -2.4155639 ]
DSC08088.JPG,[-2.54233369  0.36956478 -1.90381858]
DSC08089.JPG,[-2.8532823   0.11737012 -1.35843453]
DSC08090.JPG,[-3.10130119 -0.18120985 -0.68486425]
DSC08091.JPG,[-3.10151023 -0.5531305  -0.0874347 ]
DSC08092.JPG,[-3.06742972 -0.853287    0.43211519]
DSC08093.JPG,[-2.86759096 -1.1755558   1.01623662]
DSC08094.JPG,[-2.56590707 -1.47052766  1.56543586]
DSC08095.JPG,[-2.1179748  -1.74265571  2.0589723 ]
DSC08096.JPG,[-1.49085419 -1.93255641  2.38827958]
DSC08097.JPG,[-0.83365366 -2.04915331  2.69832075]
DSC08098.JPG,[-0.12201717 -2.06653092  2.72535031]
DSC08099.JPG,[ 0.6649802  -2.16992295  2.85843775]
DSC08100.JPG,[ 1.32822661 -2.13775013  2.80129817]
DSC08101.JPG,[ 2.04014152 -1.90822562  2.36408296]
DSC08102.JPG,[ 2.62324524 -1.79063151  2.04372395]
DSC08103.JPG,[ 2.99487562 -1.53495443  1.60574482]
DSC08104.JPG,[ 3.35202698 -1.24252073  1.12474112]
DSC08105.JPG,[ 3.43799554 -1.00407804  0.58055704]
DSC08106.JPG,[ 3.32805342 -0.70750124  0.01532023]
DSC08107.JPG,[ 3.22895026 -0.42634633 -0.56407736]
DSC08108.JPG,[ 3.03152951 -0.05379138 -1.18015447]
DSC08109.JPG,[ 2.74801676  0.35325463 -1.83488685]
DSC08110.JPG,[ 2.27496258  0.60516819 -2.30080693]
DSC08111.JPG,[ 1.74470846  0.80729205 -2.62849471]
DSC08112.JPG,[ 1.08355767  0.99635034 -2.93603344]
DSC08113.JPG,[ 0.36118333  1.0870283  -3.10727095]
DSC08114.JPG,[-0.02373105  0.8570819  -3.84860364]
DSC08115.JPG,[-0.96891537  0.68234643 -3.75173786]
DSC08116.JPG,[-1.6650141   0.57952452 -3.32990829]
DSC08117.JPG,[-2.40372288  0.36926132 -3.00400558]
DSC08118.JPG,[-2.85475586 -0.0140154  -2.21389592]
DSC08119.JPG,[-3.19311789 -0.2197454  -1.66724268]
DSC08120.JPG,[-3.57763407 -0.59476066 -0.87771225]
DSC08121.JPG,[-3.80707033 -1.01599073 -0.09548863]
DSC08122.JPG,[-3.42766949 -1.4386944   0.51098277]
DSC08123.JPG,[-2.80156943 -1.70545481  1.10836331]
DSC08124.JPG,[-2.29847569 -2.20442256  1.801959  ]
DSC08125.JPG,[-1.85208486 -2.35764405  2.22144024]
DSC08126.JPG,[-1.05472475 -2.53699813  2.59823355]
DSC08127.JPG,[-0.03561525 -2.6734728   2.83223147]
DSC08128.JPG,[ 0.97378464 -2.66427699  2.64741134]
DSC08129.JPG,[ 2.02271005 -2.53003168  2.46561223]
DSC08130.JPG,[ 2.5897395  -2.16068698  1.83330207]
DSC08131.JPG,[ 3.27363927 -1.83102016  1.40211168]
DSC08132.JPG,[ 3.59572888 -1.61553477  0.81247925]
DSC08133.JPG,[ 3.28158188 -1.23609478  0.10982513]
DSC08134.JPG,[ 3.19151278 -0.8694021  -0.56140594]
DSC08135.JPG,[ 3.20008737 -0.35907363 -1.70274302]
DSC08136.JPG,[ 2.69696092  0.16285559 -2.37838793]
DSC08137.JPG,[ 2.16255057  0.51456664 -3.24625351]
DSC08138.JPG,[ 1.33725435  0.9504068  -3.67593868]
DSC08139.JPG,[ 1.01092033  0.96823985 -3.62423431]
DSC08140.JPG,[ 0.25908769  1.06670382 -3.99087638]
